type;isin;investmentRegion;investmentSubject;fullName;managedBy;replicationType;ticker;tickerGoogle;currency
ETF;IE00BH3YZ803;USA;Akcje - małe spółki;INVESCO S&P SMALLCAP 600 UCITS ETF;Invesco;Accumulating;SMLK;FRA:SMLK;
ETF;IE00B94ZB998;USA;Akcje - tematyczne;INVESCO MORNINGSTAR US ENERGY INFRASTRUCTURE MLP UCITS ETF;Invesco;Accumulating;MLPS;LON:MLPS;
ETF;FR0010869495;Niemcy;Akcje - short - lev;LYXOR DAILY SHORTDAX X2 UCITS ETF ;Lyxor;Accumulating;DSD;EPA:DSD;
ETF;LU1900067601;Turcja;Akcje;LYXOR MSCI TURKEY UCITS ETF;Lyxor;Accumulating;TUR;EPA:TUR;
ETF;IE00BJZ2DC62;USA;Akcje - średnie spółki;DB XTRACKERS RUSSELL MIDCAP UCITS ;Xtrackers;Accumulating;XRSM;FRA:XRSM;
ETF;IE00BJZ2DC62;USA;Akcje - średnie spółki;DB XTRACKERS RUSSELL MIDCAP UCITS;Xtrackers;Accumulating;XRMU;LON:XRMU;
ETF;IE00BZ56RN96;Globalny;Akcje - dywidendy;WISDOMTREE GLOBAL QUALITY DIVIDEND GROWTH UCITS ETF - USD;WisdomTree;Distributing;GGRW;LON:GGRW;
ETF;GB00B15KYB02;Globalny;Surowce energetyczne;WISDOMTREE ENERGY;WisdomTree;Accumulating;AIGE;LON:AIGE;USD
ETF;IE00B60SWY32;Europa;Akcje;SOURCE MSCI EUROPE UCITS ;Invesco;Accumulating;SMSEUR;FRA:SC0E;EUR
ETF;IE00BLRB0242;Globalny;Akcje - tematyczne;INVESCO GLOBAL CLEAN ENERGY UCITS;Invesco;Accumulating;GCLX;LON:GCLX;
ETF;IE00BQQ3Q067;Globalny (EM);Akcje - dywidendy;WISDOMTREE EMERGING MARKETS EQUITY INCOME UCITS ETF;WisdomTree;Distributing;DEMD;LON:DEMD;USD
ETF;IE00B4M7GH52;Polska;Akcje;ISHARES MSCI POLAND ;iShares;Accumulating;IBCJ;FRA:IBCJ;
ETF;IE00B4M7GH52;Polska;Akcje;ISHARES MSCI POLAND UCITS ;iShares;Accumulating;IPOL;LON:IPOL;
ETF;IE00BYMS5W68;USA;Akcje - technologia;INVESCO KBW NASDAQ FINTECH UCITS;Invesco;Accumulating;FTEK;LON:FTEK;USD
ETF;IE00BG13YH41;Europa;Akcje - factor;ISHARES EDGE MSCI EUROPE VALUE FACTOR UCITS ETF EUR DIS;iShares;Distributing;IEDL;LON:IEDL;EUR
ETF;IE00BNC1F287;Globalny;Akcje - tematyczne;HANETF ICLIMA GLOBAL DECARBONISATION ENABLERS UCITS;HanETF;Accumulating;ECLM;FRA:ECLM;
ETF;IE00B8K7KM88;USA;Akcje - short - lev;WISDOMTREE S&P 500 3X DAILY SHORT;WisdomTree;Accumulating;3USS;LON:3USS;
ETF;LU0659579063;Austria;Akcje;XTRACKERS ATX UCITS ETF;Xtrackers;Accumulating;XB4A;FRA:XB4A;
ETF;IE00B76BRD76 ;Globalny;Surowce - short - lev;BOOST NATURAL GAS 3X SHORT DAILY (ACC, USD);WisdomTree;Accumulating;3NGS;LON:3NGS;
ETF;LU0659578842;Singapur;Akcje;XTRACKERS MSCI SINGAPORE UCITS ETF 1C ;Xtrackers;Accumulating;XBAS;FRA:XBAS;EUR
ETF;LU1900065811;Indonezja;Akcje;LYXOR MSCI INDONESIA UCITS ETF ;Lyxor;Accumulating;LYXI;FRA:LYXI;EUR
ETF;IE00BSJCQV56;Europa;Akcje - nieruchomości;SPDR FTSE EPRA EUROPE EX UK REAL ESTATE UCITS ETF ;SPDR;Accumulating;ZPRP;FRA:ZPRP;EUR
ETF;LU0274212538;Włochy;Akcje;XTRACKERS FTSE MIB UCITS ETF 1D;Xtrackers;Distributing;DBXI;FRA:DBXI;EUR
ETF;DE000A3GMKD7;Globalny;Kryptowaluty;ETH ETC - PHYSICAL ETHEREUM ETC;ETC Group;Accumulating;ZETH;FRA:ZETH;
ETF;LU0592215403;Filipiny;Akcje;XTRACKERS MSCI PHILIPPINES UCITS ETF 1C ;Xtrackers;Accumulating;XPQP;FRA:XPQP;
ETF;IE00B23LNQ02;Globalny;Akcje;INVESCO FTSE RAFI ALL-WORLD 3000 UCITS ETF;Invesco;Distributing;PSRW;EPA:PSRW;
ETF;IE00BDZVHD04;Globalny (DM);Akcje - nieruchomości;ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS ETF ;iShares;Accumulating;DPYE;LON:DPYE;EUR
ETF;LU0592216393;Hiszpania;Akcje;DB XTRACKERS SPANISH EQUITY UCITS;Xtrackers;Accumulating;XESP;FRA:XESP;
ETF;IE00BJXRT813;Globalny (DM);Akcje - factor;SPDR MSCI WORLD VALUE UCITS ETF;SPDR;Accumulating;WVAL;LON:WVAL;USD
ETF;LU1327051279;USA;Akcje - short - lev;LYXOR S&P 500 DAILY (2X) INVERSE UCITS ETF;Lyxor;Accumulating;DSP5;EPA:DSP5;EUR
ETF;FR0011119205;USA;Akcje - factor;LYXOR RUSSELL 1000 VALUE UCITS ETF (ACC USD);Lyxor;Accumulating;RUSV;LON:RUSV;
ETF;IE00B8GKPP93;Globalny;Akcje - short - lev;WISDOMTREE DAX 3X DAILY SHORT;WisdomTree;Accumulating;3DES;LON:3DES;
ETF;IE000NDWFGA5;Globalny;Akcje - tematyczne;GLOBAL X URANIUM UCITS ETF;Global X;Accumulating;URNU;FRA:URNU;
ETF;GB00B15KXS04;Globalny;Surowce rolne;WISDOMTREE CORN ;WisdomTree;Accumulating;CORN;LON:CORN;USD
ETF;IE00B3CNHJ55;USA;Akcje - małe spółki;L&G RUSSELL 2000 US SMALL CAP QUALITY UCITS ETF;L&G;Accumulating;RTWO;LON:RTWO;USD
ETF;IE00BSPLC306;Europa;Akcje - factor;SPDR MSCI EUROPE VALUE UCITS ETF;State Street;Accumulating;ZPRW;FRA:ZPRW;
ETF;LU1900066629;Ameryka Płd.;Akcje;LYXOR MSCI EM LATIN AMERICA UCITS ETF;Lyxor;Accumulating;LTM;EPA:LTM;EUR
ETF;PLBETF400025;Polska;Akcje;BETA ETF MWIG40 TOTAL RETURN ;BETA ETF;Accumulating;BETAM40TR;WSE:BETAM40TR;
ETF;LU0592217524;Afryka;Akcje;XTRACKERS MSCI AFRICA TOP 50 SWAP UCITS ETF;Xtrackers;Accumulating;XMKA;FRA:XMKA;
ETF;GB00B15KXP72;Globalny;Surowce rolne;WISDOMTREE COFFEE ;WisdomTree;Accumulating;COFF;LON:COFF;
ETF;DE000A0KRJT2;Globalny;Surowce rolne;WISDOMTREE COFFEE ;WisdomTree;Accumulating;OD7B;FRA:OD7B;
ETF;JE00BDD9QD91;Globalny;Surowce energetyczne - lev;WISDOMTREE BRENT CRUDE OIL 2X DAILY LEVERAGED;WisdomTree;Accumulating;LBRT;LON:LBRT;
ETF;GB00BJYDH394;Globalny;Kryptowaluty;WISDOMTREE ETHEREUM;WisdomTree;Accumulating;WETH;FRA:WETH;
ETF;LU0514694370;Malezja;Akcje;XTRACKERS MSCI MALAYSIA UCITS ETF 1C;Xtrackers;Accumulating;XCS3;FRA:XCS3;
ETF;IE00BHZRQY00;Brazylia;Akcje;FRANKLIN FTSE BRAZIL UCITS ETF;Franklin;Accumulating;FLXB;FRA:FLXB;
ETF;GB00B15KY765;Globalny;Surowce rolne;WISDOMTREE WHEAT;WisdomTree;Accumulating;WEAT;LON:WEAT;USD
ETF;GB00B15KY658;Globalny;Surowce rolne;WISDOMTREE SUGAR ;WisdomTree;Accumulating;SUGA;LON:SUGA;
ETF;DE000A0V9YZ7;Globalny;Metale szlachetne - lev;WISDOMTREE 2X DAILY LONG GOLD ;WisdomTree;Accumulating;4RT8;FRA:4RT8;
ETF;JE00B2NFTS64;Globalny;Metale szlachetne - lev;WISDOMTREE 2X DAILY LONG SILVER;WisdomTree;Accumulating;LSIL;LON:LSIL;
ETF;JE00B2NFTS64;Globalny;Metale szlachetne - lev;WISDOMTREE 2X DAILY LONG SILVER;WisdomTree;Accumulating;4RUE;FRA:4RUE;
ETF;IE00B8HGT870;Globalny;Metale szlachetne - lev;WISDOMTREE GOLD 3X DAILY LEVERAGED ;WisdomTree;Accumulating;3GOL;LON:3GOL;
ETF;JE00B2NFTL95;Globalny;Metale szlachetne - lev;WISDOMTREE GOLD 2X DAILY LEVERAGED;WisdomTree;Accumulating;LBUL;AMS:LBUL;
ETF;IE00BG13YG34;Europa;Akcje - factor;ISHARES EDGE MSCI EUROPE QUALITY FACTOR UCITS ETF EUR DIS;iShares;Distributing;IEQD;LON:IEQD;EUR
ETF;JE00B24DKH53;Globalny;Surowce energetyczne - short;WISDOMTREE NATURAL GAS 1X DAILY SHORT;WisdomTree;Accumulating;SNGA;LON:SNGA;
ETF;DE000A0V9Y57;Globalny;Metale szlachetne - lev;WISDOMTREE 2X DAILY LONG SILVER ;WisdomTree;Accumulating;4RUE;FRA:4RUE;
ETF;IE00B5W34K94;Brazylia;Akcje;HSBC MSCI BRAZIL UCITS ETF;HSBC;Distributing;HMBR;LON:HMBR;
ETF;LU1169825954;Singapur;Akcje;UBS MSCI SINGAPORE UCITS ;UBS;Distributing;UE24;AMS:UE24;
ETF;IE00B4TS3815;Ameryka Płd.;Akcje;HSBC MSCI EM LATIN AMERICA UCITS ETF;HSBC;Distributing;HMLD;LON:HMLD;
ETF;IE00BH4GR342;Globalny;Akcje - nieruchomości;SPDR DOW JONES GLOBAL REAL ESTATE UCITS ETF;SPDR;Accumulating;SPY2;FRA:SPY2;
ETF;IE00BLRPRG98;Globalny;Surowce energetyczne - lev;WISDOMTREE NATURAL GAS 3X DAILY LEVERAGED;WisdomTree;Accumulating;3LNG;LON:3LNG;
ETF;IE00BL643144;Globalny (DM);Akcje - tematyczne;HANETF DIGITAL INFRASTRUCTURE AND CONNECTIVITY UCITS ETF;HanETF;Accumulating;DIGI;FRA:DIGI;
ETF;IE00BP8FKB21;Europa;Akcje - nieruchomości;XTRACKERS FTSE DEVELOPED EUROPE EX UK REAL ESTATE UCITS ETF;Xtrackers;Accumulating;XREA;FRA:XREA;
ETF;IE00BLRPRH06;USA;Zmienność S&P500 - lev;WISDOMTREE S&P 500 VIX SHORT-TERM FUTURES 2.25X DAILY LEVERAGED;WisdomTree;Accumulating;VIXL;LON:VIXL;
ETF;PLBTETF00015;Polska;Akcje;BETA ETF WIG20 TOTAL RETURN;BETA ETF;Accumulating;BETAW20TR;WSE:BETAW20TR;
ETF;IE00BG5J1M21;Globalny;Akcje - tematyczne;HANETF MEDICAL CANNABIS AND WELLNESS UCITS ETF;HanETF;Accumulating;CBSX;FRA:CBSX;
ETF;IE00BD5KGK77;Globalny (EM);Akcje - factor;INVESCO GOLDMAN SACHS EQ FACTOR EMERGING MARKETS UCITS ETF EM;Invesco;Accumulating;FEEM;FRA:FEEM;
ETF;JE00B2NFV803;Globalny;Surowce rolne - lev;WISDOMTREE COCOA 2X DAILY LEVERAGED;WisdomTree;Accumulating;LCOC;LON:LCOC;
ETF;IE00BLH3CV30;Globalny (DM);Akcje - tematyczne;HANETF PROCURE SPACE UCITS ETF;HanETF;Accumulating;YODA;FRA:YODA;
ETF;IE00BLH3CV30;Globalny (DM);Akcje - tematyczne;HANETF PROCURE SPACE UCITS ETF;HanETF;Accumulating;YODA;LON:YODA;
ETF;IE00B3QMYK80;Meksyk;Akcje;HSBC MSCI MEXICO CAPPED UCITS ETF;HSBC;Distributing;HMED;LON:HMED;
ETF;IE00B5BRQB73;Turcja;Akcje;HSBC MSCI TURKEY UCITS ETF EM;HSBC;Distributing;HTRD;LON:HTRD;
ETF;JE00BDD9Q956;Globalny;Surowce energetyczne - lev;WISDOMTREE NATURAL GAS 2X DAILY LEVERAGED;WisdomTree;Accumulating;LNGA;LON:LNGA;
ETF;DE000A0KRJ85;Globalny;Surowce rolne;WISDOMTREE SUGAR ;WisdomTree;Accumulating;OD7R;FRA:OD7R;
ETF;IE00B8JVMZ80;Globalny;Metale przemysłowe - lev;WISDOMTREE COPPER 3X DAILY LEVERAGED;WisdomTree;Accumulating;3HCL;LON:3HCL;
ETF;JE00B2NFTD12;Globalny;Surowce rolne - lev;WISDOMTREE COFFEE 2X DAILY LEVERAGED;WisdomTree;Accumulating;LCFE;LON:LCFE;
ETF;IE00B8KD3F05;Globalny;Metale przemysłowe - short - lev;WISDOMTREE COPPER 3X DAILY SHORT;WisdomTree;Accumulating;3HCS;LON:3HCS;
ETF;LU0659579147;Pakistan;Akcje;XTRACKERS MSCI PAKISTAN SWAP UCITS ETF 1C;Xtrackers;Accumulating;XBAK;FRA:XBAK;
ETF;IE00BDF12W49;Globalny (EM);Akcje - dywidendy;WISDOMTREE EMERGING MARKETS EQUITY INCOME UCITS ETF-ACC EM;WisdomTree;Accumulating;DEMR;LON:DEMR;
ETF;JE00BDD9QC84;Globalny;Surowce rolne - lev;WISDOMTREE WHEAT 2X DAILY LEVERAGED;WisdomTree;Accumulating;LWEA;LON:LWEA;
ETF;PLBSWTR00014;Polska;Akcje;BETA ETF SWIG80 TOTAL RETURN ;BETA ETF;Accumulating;ETFBS80TR;WSE:ETFBS80TR;PLN
ETF;IE00BF4TW784;USA;Obligacje skarbowe - short - lev;WISDOMTREE US TREASURIES 30Y 3X DAILY SHORT;WisdomTree;Accumulating;UL3S;LON:UL3S;
ETF;PLBETF200011;Polska;Akcje - short;BETA ETF WIG20SHORT;BETA ETF;Accumulating;BETAW20ST;WSE:BETAW20ST;
ETF;BG9000011163;Bułgaria;Akcje;EXPAT BULGARIA SOFIX UCITS ETF;Expat Bulgaria;Accumulating;BGX;FRA:BGX;
ETF;IE000Z9SJA06;USA;Akcje;XTRACKERS S&P 500 UCITS ETF;Xtrackers;Accumulating;XDPU;FRA:XDPU;
ETF;JE00B2NFTG43;Globalny;Surowce rolne - lev;WISDOMTREE CORN 2X DAILY LEVERAGED;WisdomTree;Accumulating;LCOR;LON:LCOR;
ETF;IE00BFF5RZ82;USA;Akcje - factor;ISHARES EDGE MSCI USA MOMENTUM FACTOR UCITS ;iShares;Distributing;IUMD;LON:IUMD;USD
ETF;PLBETFN00018;USA;Akcje;BETA ETF NASDAQ-100 PLN-HEDGED;BETA ETF;Accumulating;BETANDXPL;WSE:BETANDXPL;
ETF;IE00BKT6ZH01;USA;Akcje - technologia;LEVERAGE SHARES -1X TESLA ETP;Leverage Shares;Accumulating;TSLS;LON:TSLS;
ETF;PLBETFS00017;USA;Akcje;BETA ETF S&P500 PLN-HEDGED;BETA ETF;Accumulating;BETASPXPL;WSE:BETASPXPL;
ETF;PLBETWT00010;Polska;Akcje - tematyczne;BETA ETF WIGTECH;BETA ETF;Accumulating;BWTECH;WSE:BWTECH;
